Product type,Product template,Brand,Parent ID,Bundled products,Sku ID,Name product EN,Description product EN,Name product DE,Description product DE,Name product FR,Description product FR,Name product AR,Description product AR,EAN,Pricing Measure value,Pricing Measure Unit Code,In Stock,Weight Kg PS,Depth mm,Width mm,Height mm,Weight Kg product,Image 1,Image 2,Image 3,PDF data sheet,Link video YouTube,Pipe cutter dimensions,T-shirt size,Number of cutting wheels,Dimension,External hex,Wrench dimension,Shoes size,Inhex,Head screw size,Customs codes,Country of origin,Lithium battery,Minimum purchase to the supplier,Pieces per pack,Number of packs,Total pieces,Blades,Stock US,Stock UK,Stock FR,Stock DE,Tax GB,Tax US,Tax FR,Tax DE,Tax IT,PowerZone mixins
VARIANT,,Stahlwille,10760a,,43553003,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332267,1,pc,TRUE,0.0113,60,2,170,0.01,10760CV.jpg,,,,,,,,,,,,3/64 '',,82054000,DE,,1,1,1,1,,123,123,123,123,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553004,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332274,1,pc,TRUE,0.0226,100,3,170,0.012,10760CV.jpg,,,,,,,,,,,,1/16 '',,82054000,DE,,1,1,1,1,,311,311,311,311,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553005,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332281,1,pc,TRUE,0.17515,13,13,358,0.155,10760CV.jpg,,,,,,,,,,,,5/64 '',,82041100,DE,,1,1,1,1,,56,56,56,56,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553006,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332298,1,pc,TRUE,0.03503,12,12,54,0.031,10760CV.jpg,,,,,,,,,,,,3/32 '',,82041100,DE,,1,1,1,1,,353,353,353,353,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553008,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332304,1,pc,TRUE,0.0678,100,5,170,0.06,10760CV.jpg,,,,,,,,,,,,1/8 '',,82054000,DE,,1,1,1,1,,393,393,393,393,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553009,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332311,1,pc,TRUE,0.17741,11,11,355,0.157,10760CV.jpg,,,,,,,,,,,,9/64 '',,82041100,DE,,1,1,1,1,,124,124,124,124,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553010,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332328,1,pc,TRUE,0.05537,10,10,112,0.049,10760CV.jpg,,,,,,,,,,,,5/32 '',,82041100,DE,,1,1,1,1,,168,168,168,168,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553012,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332335,1,pc,TRUE,0.18532,100,6,175,0.164,10760CV.jpg,,,,,,,,,,,,3/16 '',,82054000,DE,,1,1,1,1,,19,19,19,19,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553014,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332342,1,pc,TRUE,0.0226,11,11,55,0.02,10760CV.jpg,,,,,,,,,,,,7/32 '',,82041100,DE,,1,1,1,1,,372,372,372,372,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553016,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332359,1,pc,TRUE,0.36838,100,8,175,0.326,10760CV.jpg,,,,,,,,,,,,1/4 '',,82054000,DE,,1,1,1,1,,51,51,51,51,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553020,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332366,1,pc,TRUE,0.64636,120,10,170,0.572,10760CV.jpg,,,,,,,,,,,,5/16 '',,82054000,DE,,1,1,1,1,,25,25,25,25,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553024,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332373,1,pc,TRUE,1.02604,150,12,260,0.908,10760CV.jpg,,,,,,,,,,,,11/32 '',,82041100,DE,,1,1,1,1,,82,82,82,82,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553032,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332380,1,pc,TRUE,0.1695,11,11,355,0.15,10760CV.jpg,,,,,,,,,,,,1/2 '',,82041100,DE,,1,1,1,1,,360,360,360,360,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,10760a,,43553036,Inch hexagon key wrenches,"For socket head screws.
Chrome Vanadium, nickel-plated.",Winkelschraubendreher SW Innen-6kant in Zoll,"Für Innensechskantschrauben.
Chrom-Vanadium, vernickelt.",Clé mâle coudée douilles tournevis INHEX in pouce,"Coudées.
Chrome-Vanadium, nickelées.",مفاتيح بورغول في الإبهام,"للمسامير مع السداسي الداخلي.
Chrom-Vanadium ، النيكل.
",4018754332397,1,pc,TRUE,0.12995,13,13,38,0.115,10760CV.jpg,,,,,,,,,,,,5/8 '',,82041100,DE,,1,1,1,1,,346,346,346,346,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
PARENT_VARIANT,Cross head,Stahlwille,,,4632SKNEW,Phillips® Cross-head screwdriver DRALL+,"With impact cap and hexagonal shank. 
Phillips-Recess®. 
DIN ISO 8764-1, -2, ISO 8764-1, -2. 
Chrome Alloy Steel, chrome plated. 
Black tips.",Kreuzschlitzschraubendreher Phillips® DRALL+,"Mit Schlagkappe und Sechskant. 
Phillips-Recess®. 
DIN ISO 8764-1, -2, ISO 8764-1, -2. 
Chrome-Alloy-Steel, mattverchromt. 
Schwarze Spitze.",Tournevis pour vis Phillips® DRALL+,"Avec capuchon et six pans.
Phillips-Recess®.
DIN ISO 8764-1, -2, ISO 8764-1, -2.
Acier allié au chrome, chromé mat.
Pointe noire.",Phillips® Drall+ Cross Cutcy,"سداسية مع غطاء الإيقاع.
Phillips-Recess®.
DIN ISO 8764-1 ، -2 ، ISO 8764-1 ، -2.
الصلب الكروم ، كروم غير شفاف.
نصيحة سوداء.",401875433412x,1,pc,TRUE,3.503,110,35,456,3.1,4632SK_PH3_46323203.jpg,,,,,,,,,"6 mm,10 mm,13 mm",,,,,82054000,DE,,1,1,1,1,,346,346,346,346,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,4632SKNEW,,46323201,Phillips® Cross-head screwdriver DRALL+,"With impact cap and hexagonal shank. 
Phillips-Recess®. 
DIN ISO 8764-1, -2, ISO 8764-1, -2. 
Chrome Alloy Steel, chrome plated. 
Black tips.",Kreuzschlitzschraubendreher Phillips® DRALL+,"Mit Schlagkappe und Sechskant. 
Phillips-Recess®. 
DIN ISO 8764-1, -2, ISO 8764-1, -2. 
Chrome-Alloy-Steel, mattverchromt. 
Schwarze Spitze.",Tournevis pour vis Phillips® DRALL+,"Avec capuchon et six pans.
Phillips-Recess®.
DIN ISO 8764-1, -2, ISO 8764-1, -2.
Acier allié au chrome, chromé mat.
Pointe noire.",Phillips® Drall+ Cross Cutcy,"سداسية مع غطاء الإيقاع.
Phillips-Recess®.
DIN ISO 8764-1 ، -2 ، ISO 8764-1 ، -2.
الصلب الكروم ، كروم غير شفاف.
نصيحة سوداء.",4018754334124,1,pc,TRUE,3.503,110,35,456,3.1,4632SK_PH3_46323203.jpg,,,,,,,,,6 mm,,,,,82054000,DE,,1,1,1,1,,213,213,213,213,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,4632SKNEW,,46323202,Phillips® Cross-head screwdriver DRALL+,"With impact cap and hexagonal shank. 
Phillips-Recess®. 
DIN ISO 8764-1, -2, ISO 8764-1, -2. 
Chrome Alloy Steel, chrome plated. 
Black tips.",Kreuzschlitzschraubendreher Phillips® DRALL+,"Mit Schlagkappe und Sechskant. 
Phillips-Recess®. 
DIN ISO 8764-1, -2, ISO 8764-1, -2. 
Chrome-Alloy-Steel, mattverchromt. 
Schwarze Spitze.",Tournevis pour vis Phillips® DRALL+,"Avec capuchon et six pans.
Phillips-Recess®.
DIN ISO 8764-1, -2, ISO 8764-1, -2.
Acier allié au chrome, chromé mat.
Pointe noire.",Phillips® Drall+ Cross Cutcy,"سداسية مع غطاء الإيقاع.
Phillips-Recess®.
DIN ISO 8764-1 ، -2 ، ISO 8764-1 ، -2.
الصلب الكروم ، كروم غير شفاف.
نصيحة سوداء.",4018754334131,1,pc,TRUE,1.46448,110,64,220,1.296,4632SK_PH3_46323203.jpg,,,,,,,,,10 mm,,,,,82054000,DE,,1,1,1,1,,325,325,325,325,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,4632SKNEW,,46323203,Phillips® Cross-head screwdriver DRALL+,"With impact cap and hexagonal shank. 
Phillips-Recess®. 
DIN ISO 8764-1, -2, ISO 8764-1, -2. 
Chrome Alloy Steel, chrome plated. 
Black tips.",Kreuzschlitzschraubendreher Phillips® DRALL+,"Mit Schlagkappe und Sechskant. 
Phillips-Recess®. 
DIN ISO 8764-1, -2, ISO 8764-1, -2. 
Chrome-Alloy-Steel, mattverchromt. 
Schwarze Spitze.",Tournevis pour vis Phillips® DRALL+,"Avec capuchon et six pans.
Phillips-Recess®.
DIN ISO 8764-1, -2, ISO 8764-1, -2.
Acier allié au chrome, chromé mat.
Pointe noire.",Phillips® Drall+ Cross Cutcy,"سداسية مع غطاء الإيقاع.
Phillips-Recess®.
DIN ISO 8764-1 ، -2 ، ISO 8764-1 ، -2.
الصلب الكروم ، كروم غير شفاف.
نصيحة سوداء.",4018754334148,1,pc,TRUE,1.22944,110,64,277,1.088,4632SK_PH3_46323203.jpg,,,,,,,,,13 mm,,,,,82054000,DE,,1,1,1,1,,306,306,306,306,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Stahlwille,,,52110063,100-240V USB adapter,"Regulated switching power supply AC-DC power supply AC adapter.
Input voltage 100-240V~, 50-60 Hz.
Maximum input current 0.3A.
Maximum output power 10 watts.
Output voltage 5-5.2 volts.
Efficiency USA DOE Level VI / EU Ecodesign Directive (Directive 2009/125/EC), (EU) 2019/1782.
Ingress protection of water for indoor use.
Size 41.0 x 71.0 x 31.5 mm.",Netzteil USB 100-240V,"Geregeltes Schaltnetzteil AC-DC-Stromversorgung AC-Adapter.
Eingangsspannung 100-240V~, 50-60 Hz.
Maximaler Eingangsstrom 0,3A.
Maximale Ausgangsleistung 10 Watt.
Ausgangsspannung 5-5,2 Volt.
Wirkungsgrad USA DOE Level VI / Ökodesign-Richtlinie 2009/125/EG, (EU) 2019/1782.
Eindringschutz vor Wasser bei der Verwendung in Innenräumen.
Größe 41,0 x 71,0 x 31,5 mm.",Bloc d'alimentation USB 100-240V,"Alimentation AC-DC adaptateur AC.
Tension d'entrée 100-240V~, 50-60 Hz.
Courant d'entrée maximal 0,3A.
Puissance de sortie maximale 10 watts.
Tension de sortie 5-5,2 volts.
Rendement États-Unis DOE niveau VI / Directive sur l'écoconception 2009/125/CE, (UE) 2019/1782.
Protection contre les intrusions en cas d'utilisation à l'intérieur.
Taille 41,0 x 71,0 x 31,5 mm.",USB 100-240V إمدادات الطاقة,"مفتاح إمدادات الطاقة AC-DC
جهد المدخل 100-240V ~ ، 50-60 هرتز.
الحد الأقصى للدخول الحالي 0.3A.
أقصى قدر من طاقة الإخراج 10 واط.
جهد الخروج 5-5.2 فولت.
كفاءة USA DOE المستوى السادس/Ecodesign التوجيه 2009/125/EC ، (EU) 2019/1782.
الحماية من مدخل الاستخدام الداخلي.
أبعاد 41.0 × 71.0 × 31.5 مم.",4018754322978,1,pc,TRUE,0.1921,100,50,150,0.108,7763_52110063.jpg,,,,,,,,,,,,,,85044082,CN,,1,1,1,1,,31,31,31,31,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
PARENT_VARIANT,Pipe cutter,Stahlwille,,,1400014002,EXPRESS Pipe cutter,"For cutting steel and stainless steel piping.
Steel forged body with one cutting wheel.
With spring retainer system.
Cutting wheel quick-change system without tools.
Colour silver grey (RAL 9006).",Rohrabschneider RAPID,"Zum Schneiden von Stahl- und Edelstahlrohren.
Körper stahlgeschmiedet mit einem Schneidrädchen.
Mit Feder-Andrucksystem.
Schneidrädchenwechsel ohne Werkzeug möglich.
Farbe silbergrau (RAL 9006).",Coupe-tubes RAPID  ø10-42mm,"Pour couper des tubes en acier et en acier inoxydable.
Corps en acier forgé avec une molette de coupe.
Avec système de pression à ressort.
Changement de molette de coupe possible sans outils.
Couleur gris argent (RAL 9006).",cuttubes السريعة,"لقطع أنابيب الفولاذ والفولاذ المقاوم للصدأ.
جسم فولاذي مزور مع عجلة القطع ونظام ضغط الربيع.
تغيير عجلات القطع المحتملة بدون أدوات.
اللون الرمادي الفضي (Ral Color 9006).",401875432970x,1,pc,TRUE,1.356,125,45,265,1.2,14000_60030000.jpg,14000_60030000_b.jpg,14000_60030000_c.jpg,,,"1,2",,"1,3",,,,,,,82034000,ES,,1,1,1,1,TRUE,173,173,173,173,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,1400014002,,60030000,EXPRESS Pipe cutter,"For cutting steel and stainless steel piping.
Steel forged body with one cutting wheel.
With spring retainer system.
Cutting wheel quick-change system without tools.
Colour silver grey (RAL 9006).",Rohrabschneider RAPID,"Zum Schneiden von Stahl- und Edelstahlrohren.
Körper stahlgeschmiedet mit einem Schneidrädchen.
Mit Feder-Andrucksystem.
Schneidrädchenwechsel ohne Werkzeug möglich.
Farbe silbergrau (RAL 9006).",Coupe-tubes RAPID  ø10-42mm,"Pour couper des tubes en acier et en acier inoxydable.
Corps en acier forgé avec une molette de coupe.
Avec système de pression à ressort.
Changement de molette de coupe possible sans outils.
Couleur gris argent (RAL 9006).",cuttubes السريعة,"لقطع أنابيب الفولاذ والفولاذ المقاوم للصدأ.
جسم فولاذي مزور مع عجلة القطع ونظام ضغط الربيع.
تغيير عجلات القطع المحتملة بدون أدوات.
اللون الرمادي الفضي (Ral Color 9006).",4018754329700,1,pc,TRUE,1.356,125,45,265,1.2,14000_60030000.jpg,14000_60030000_b.jpg,14000_60030000_c.jpg,,,1,,1,,,,,,,82034000,ES,,1,1,1,1,TRUE,395,395,395,395,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,1400014002,,60030002,EXPRESS Pipe cutter,"For cutting steel and stainless steel piping.
Steel forged body with one cutting wheel.
With spring retainer system.
Cutting wheel quick-change system without tools.
Colour silver grey (RAL 9006).",Rohrabschneider RAPID,"Zum Schneiden von Stahl- und Edelstahlrohren.
Körper stahlgeschmiedet mit einem Schneidrädchen.
Mit Feder-Andrucksystem.
Schneidrädchenwechsel ohne Werkzeug möglich.
Farbe silbergrau (RAL 9006).",Coupe-tubes RAPID  ø10-42mm,"Pour couper des tubes en acier et en acier inoxydable.
Corps en acier forgé avec une molette de coupe.
Avec système de pression à ressort.
Changement de molette de coupe possible sans outils.
Couleur gris argent (RAL 9006).",cuttubes السريعة,"لقطع أنابيب الفولاذ والفولاذ المقاوم للصدأ.
جسم فولاذي مزور مع عجلة القطع ونظام ضغط الربيع.
تغيير عجلات القطع المحتملة بدون أدوات.
اللون الرمادي الفضي (Ral Color 9006).",4018754329724,1,pc,TRUE,2.373,111,47,400,2.1,14000_60030000.jpg,14000_60030000_b.jpg,14000_60030000_c.jpg,,,2,,1,,,,,,,82034000,ES,,1,1,1,1,TRUE,134,134,134,134,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,1400014002,,60030001,EXPRESS Pipe cutter,"For cutting steel and stainless steel piping.
Forged body with three cutting wheels.
With spring retainer system.
Cutting wheel quick-change system without tools.
Colour silver grey (RAL 9006).",Rohrabschneider RAPID,"Zum Schneiden von Stahl- und Edelstahlrohren.
Geschmiedeter Körper mit drei Schneidrädchen.
Mit Feder-Andrucksystem.
Schneidrädchenwechsel ohne Werkzeug möglich.
Farbe silbergrau (RAL 9006).",Coupe-tubes RAPID,"Pour couper des tubes en acier et en acier inoxydable.
Corps forgé avec trois molettes de coupe.
Avec système de pression à ressort.
Changement de molette de coupe possible sans outils.
Couleur gris argent (RAL 9006).",cuttubes السريعة,"لقطع أنابيب الفولاذ والفولاذ المقاوم للصدأ.
جسم مزور مع ثلاث عجلات قطع مع نظام ضغط الربيع ، تغيير عجلات القطع المحتملة بدون أدوات ، لون رمادي فضية (Ral Color 9006).",4018754329717,1,pc,TRUE,1.356,125,45,265,1.2,14001_60030001_a.jpg,14001_60030001_b.jpg,14001_60030001_c.jpg,,,1,,3,,,,,,,82034000,ES,,1,1,1,1,TRUE,186,186,186,186,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
VARIANT,,Stahlwille,1400014002,,60030003,EXPRESS Pipe cutter,"For cutting steel and stainless steel piping.
Forged body with three cutting wheels.
With spring retainer system.
Cutting wheel quick-change system without tools.
Colour silver grey (RAL 9006).",Rohrabschneider RAPID,"Zum Schneiden von Stahl- und Edelstahlrohren.
Geschmiedeter Körper mit drei Schneidrädchen.
Mit Feder-Andrucksystem.
Schneidrädchenwechsel ohne Werkzeug möglich.
Farbe silbergrau (RAL 9006).",Coupe-tubes RAPID,"Pour couper des tubes en acier et en acier inoxydable.
Corps forgé avec trois molettes de coupe.
Avec système de pression à ressort.
Changement de molette de coupe possible sans outils.
Couleur gris argent (RAL 9006).",cuttubes السريعة,"لقطع أنابيب الفولاذ والفولاذ المقاوم للصدأ.
جسم مزور مع ثلاث عجلات قطع مع نظام ضغط الربيع ، تغيير عجلات القطع المحتملة بدون أدوات ، لون رمادي فضية (Ral Color 9006).",4018754329731,1,pc,TRUE,2.373,111,47,400,2.1,14001_60030001_a.jpg,14001_60030001_b.jpg,14001_60030001_c.jpg,,,2,,3,,,,,,,82034000,ES,,1,1,1,1,TRUE,18,18,18,18,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Stahlwille,,,60031000,METAL Pipe cutter ø3-35mm,"For use on copper, brass, light alloy, PVC and thin walled steel tubes. 
With deburring tool (3 cutting edges) inside handle. 
Forged. 
Chrome plated.",Rohrabschneider KOMPAKT ø3-35mm,"Zum Schneiden von Aluminium, Kupfer- und dünnwandigen Stahlrohren mit einem Rohrdurchmesser von 3 bis 35mm.
Körper aus Druckguss.
Mit einem Schneidrädchen.
Mit einem Ersatzschneidrädchen im Drehknauf.
Schneidrädchenwechsel ohne Werkzeug.
Mit vier Führungsrollen.
Inklusive Entgraterklinge.
Farbe silbergrau (RAL 9006).",Coupe-tubes KOMPAKT ø3-35mm,"Pour couper l'aluminium, le cuivre et les tubes d'acier à paroi fine d'un diamètre de 3 à 35 mm.
Corps en fonte moulée sous pression.
Avec une molette de coupe.
Avec une molette de coupe de rechange dans le bouton rotatif.
Changement de molette de coupe sans outils.
Avec quatre rouleaux de guidage.
Lame d'ébavurage incluse.
Couleur gris argent (RAL 9006).",Taglubi Kompakt Ø3-35mm,"لأنابيب النحاس ، والنحاس ، والسبائك الخفيفة ، والأنابيب البلاستيكية الصلبة والصلب مع جدران رقيقة.
مع نكهة الجزء الداخلي من الأنابيب (3 حادة) مدمجة في المقبض.
برين.
كروم.",4018754329380,1,pc,TRUE,0.4181,80,45,184,0.37,14100_60031000.jpg,14100_60031000_b.jpg,14100_60031000_c.jpg,103206_PDS_DURABLE_EN.pdf,,,,,,,,,,,82034000,ES,,1,1,1,1,TRUE,241,241,241,241,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
